ID,Name,Claimed?,Phone,Count,Rating,City,State,Zip-code,Price,Reservations,Delivery,Take-out,Credit cards,Good for,Parking,Bike,Kids,Groups,Attire,Ambience,Noise,Alcohol,Outdoor,WiFi,TV,Waiter,Caters,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cascada-refrescante-los-angeles, Cascada Refrescante, True,3232334616,42,4.5, Los Angeles, CA,90011, Inexpensive, , , , Yes, , Private Lot, Yes, , , , , , , , No, , , , [u'Juice Bars & Smoothies', u'juicebars'], [u'Ice Cream & Frozen Yogurt', u'icecream'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shereeses-sweets-los-angeles, Shereese's Sweets, True,5624816085,1,5, Los Angeles, CA,90002, , , , , , , , , , , , , , , , , , , , [u'Desserts', u'desserts'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdears-bakery-and-bistro-los-angeles, M'Dear's Bakery & Bistro, True,3237592020,76,4, Los Angeles, CA,90047, $11-30, No, No, Yes, Yes, Brunch, Street, Yes, Yes, Yes, Casual, Casual, Average, No, No, No, No, Yes, Yes, [u'Soul Food', u'soulfood'], [u'Bakeries', u'bakeries'], [u'Desserts', u'desserts'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavenly-scoops-ice-cream-and-deli-los-angeles, Heavenly Scoops Ice Cream & Deli, False,3233051465,4,5, Los Angeles, CA,90047, Inexpensive, , , , No, , Street, Yes, , , , , , , , No, , , , [u'Ice Cream & Frozen Yogurt', u'icecream'], ID,Name,Claimed?,Phone,Count,Rating,City,State,Zip-code,Price,Reservations,Delivery,Take-out,Credit cards,Good for,Parking,Bike,Kids,Groups,Attire,Ambience,Noise,Alcohol,Outdoor,WiFi,TV,Waiter,Caters,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
casa-noodle-teriyaki-los-angeles-2, Casa Noodle Teriyaki, False,3232328200,19,4.5, Los Angeles, CA,90003, , , , , , , , , , , , , , , , , , , , [u'Japanese', u'japanese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yoshinoya-los-angeles-28, Yoshinoya, False, ,1,1, Los Angeles, CA,90058, Under $10, , , Yes, Yes, , , , Yes, Yes, Casual, , , , , , , , , [u'Japanese', u'japanese'], [u'Fast Food', u'hotdogs'], [u'Asian Fusion', u'asianfusion'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terihouse-huntington-park, Terihouse, False,3235877703,3,4.5, Huntington Park, CA,90255, , , , , Yes, , , , , , , , , , , , , , , [u'Japanese', u'japanese'], [u'American (Traditional)', u'tradamerican'], [u'Asian Fusion', u'asianfusion'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hola-pollo-huntington-park, Hola pollo, False,3235879425,4,4, Huntington Park, CA,90255, , , , , , , , , , , , , , , , , , , , [u'Japanese', u'japanese'], [u'Mexican', u'mexican'], [u'Fast Food', u'hotdogs'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tokyo-teriyaki-huntington-park, Tokyo Teriyaki, True,3235873577,9,3, Huntington Park, CA,90255, Under $10, No, Yes, Yes, Yes, Lunch, Private Lot, Yes, Yes, Yes, Casual, , Quiet, No, No, No, Yes, No, Yes, [u'Japanese', u'japanese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yoshinoya-restaurants-huntington-park, Yoshinoya Restaurants, False,3235838025,7,4, Huntington Park, CA,90255, Under $10, No, No, Yes, Yes, , , , Yes, Yes, Casual, , Average, No, No, No, No, No, , [u'Japanese', u'japanese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tokyo-beef-bowl-huntington-park, Tokyo Beef Bowl, False,3235829507,4,4, Huntington Park, CA,90255, , , , , , , , , , , , , , , , , , , , [u'Japanese', u'japanese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yoshinoya-west-los-angeles-11, Yoshinoya West, False,3232314378,8,2.5, Los Angeles, CA,90037, $11-30, No, No, Yes, Yes, , , Yes, Yes, Yes, Casual, , Average, , No, No, , , No, [u'Japanese', u'japanese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sushilitos-south-gate-2, Sushilito's, False,3235387468,83,4, South Gate, CA,90280, , , , , , , , , , , , , , , , , , , , [u'Japanese', u'japanese'], [u'Mexican', u'mexican'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
number-1-teriyaki-los-angeles, Number 1 Teriyaki, False,3232331871,1,5, Los Angeles, CA,90003, Under $10, No, , Yes, No, Lunch, , Yes, Yes, Yes, Casual, , Average, , No, No, Yes, Yes, , [u'Korean', u'korean'], [u'Japanese', u'japanese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cup-los-angeles-4, The Cup, True,2137441233,27,4.5, Los Angeles, CA,90007, Under $10, No, No, Yes, Yes, Brunch, Street+ Private Lot, Yes, Yes, Yes, Casual, Casual, Average, No, Yes, Free, No, No, Yes, [u'Italian', u'italian'], [u'Korean', u'korean'], [u'Japanese', u'japanese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lotus-los-angeles-3, Lotus, True,2134780090,358,4, Los Angeles, CA,90007, , , , , , , , , , , , , , , , , , , , [u'Hookah Bars', u'hookah_bars'], [u'Sushi Bars', u'sushi'], [u'Asian Fusion', u'asianfusion'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
california-gogi-korean-grill-los-angeles, California Gogi Korean Grill, False,2137441910,190,4.5, Los Angeles, CA,90007, Under $10, No, No, Yes, Yes, Lunch, Street, Yes, Yes, No, Casual, Casual, Average, No, Yes, No, No, No, No, [u'Korean', u'korean'], [u'Asian Fusion', u'asianfusion'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enzo-vernon, Enzo, False,3235818768,27,3, Vernon, CA,90058, $11-30, No, Yes, Yes, Yes, Brunch, Private Lot, No, Yes, Yes, Casual, Trendy, Average, No, No, No, Yes, No, Yes, [u'Japanese', u'japanese'], [u'Burgers', u'burgers'], [u'Seafood', u'seafood'], ID,Name,Claimed?,Phone,Count,Rating,City,State,Zip-code,Price,Reservations,Delivery,Take-out,Credit cards,Good for,Parking,Bike,Kids,Groups,Attire,Ambience,Noise,Alcohol,Outdoor,WiFi,TV,Waiter,Caters,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trojan-market-los-angeles, Trojan Market, False,3235851457,1,1, Los Angeles, CA,90001, Moderate, , , , Yes, , , , , , , , , , , , , , , [u'Grocery', u'grocery'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ono-hawaiian-bbq-walnut-park, Ono Hawaiian BBQ, True,3235812888,15,3.5, Walnut Park, CA,90255, Under $10, No, No, Yes, Yes, Lunch, , Yes, Yes, Yes, Casual, , Average, No, Yes, No, No, , Yes, [u'Hawaiian', u'hawaiian'], [u'Specialty Food', u'gourmet'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lets-roll-it-huntington-park-3, Lets Roll It, False,3235877703,17,4.5, Huntington Park, CA,90255, Under $10, No, No, Yes, Yes, Brunch, , No, Yes, Yes, Casual, , Average, No, No, No, Yes, No, Yes, [u'Asian Fusion', u'asianfusion'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-original-take-out-grill-los-angeles-2, D's Original Take Out Grill, True,3239713663,109,4, Los Angeles, CA,90047, , , , , , , , , , , , , , , , , , , , [u'Barbeque', u'bbq'], [u'Soul Food', u'soulfood'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafeteria-america-huntington-park, Cafeteria America, False,3235824710,14,4.5, Huntington Park, CA,90255, Under $10, No, No, Yes, No, Lunch, Street, Yes, Yes, Yes, Casual, Casual, Average, No, No, No, No, No, No, [u'Restaurants', u'restaurants'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kims-fish-market-los-angeles, Kim's Fish Market, False,3237563315,20,4.5, Los Angeles, CA,90061, , , , , , , , , , , , , , , , , , , , [u'Seafood Markets', u'seafoodmarkets'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randy-donuts-huntington-park, Randy Donuts, False,3235855568,2,3.5, Huntington Park, CA,90255, , , , , , , , , , , , , , , , , , , , [u'Donuts', u'donuts'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great-fusion-bbq-grill-huntington-park-2, Great Fusion BBQ Grill, False,3235891588,6,4.5, Huntington Park, CA,90255, $11-30, No, No, Yes, Yes, , , No, Yes, Yes, Casual, , , , No, , Yes, , , [u'Barbeque', u'bbq'], [u'American (Traditional)', u'tradamerican'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bobana-huntington-park, Bobana, True,3235848997,52,4.5, Huntington Park, CA,90255, Inexpensive, , , , Yes, , Private Lot, Yes, , , , , , , No, Free, , , , [u'Juice Bars & Smoothies', u'juicebars'], [u'Bubble Tea', u'bubbletea'], [u'Coffee & Tea', u'coffee'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el-arca-bakery-and-restaurant-los-angeles, El Arca Bakery & Restaurant, True,3232903989,10,3.5, Los Angeles, CA,90062, $11-30, Yes, Yes, Yes, Yes, , , No, Yes, Yes, Casual, , , No, No, , Yes, Yes, Yes, [u'Bakeries', u'bakeries'], [u'American (New)', u'newamerican'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wang-globalnet-vernon, Wang Globalnet, False,2136225111,2,3, Vernon, CA,90058, , , , , , , , , , , , , , , , , , , , [u'Ethnic Food', u'ethnicmarkets'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gochew-grill-los-angeles, Gochew Grill, True,3025884839,17,5, Los Angeles, CA,90007, Under $10, No, Yes, Yes, Yes, , , No, Yes, Yes, Casual, , Average, No, Yes, No, Yes, Yes, No, [u'Korean', u'korean'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
world-variety-produce-melissas-produce-los-angeles, World Variety Produce | Melissa's Produce, True,8005880151,4,4, Los Angeles, CA,90058, Pricey, , , , Yes, , Private Lot, No, , , , , , , , , , , , [u'Fruits & Veggies', u'markets'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rae-g-cafe-vernon, Rae G Cafe, False,3235855551,63,4, Vernon, CA,90058, , , , , , , , , , , , , , , , , , , , [u'Coffee & Tea', u'coffee'], [u'Breakfast & Brunch', u'breakfast_brunch'], [u'Sandwiches', u'sandwiches'], ID,Name,Claimed?,Phone,Count,Rating,City,State,Zip-code,Price,Reservations,Delivery,Take-out,Credit cards,Good for,Parking,Bike,Kids,Groups,Attire,Ambience,Noise,Alcohol,Outdoor,WiFi,TV,Waiter,Caters,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pizzamania-los-angeles, Pizzamania, True,3237783081,18,4, Los Angeles, CA,90003, Under $10, No, Yes, Yes, Yes, , , Yes, Yes, Yes, Casual, Casual, Average, No, Yes, , Yes, No, Yes, [u'Pizza', u'pizza'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subway-los-angeles-175, Subway, True,3234510129,3,5, Los Angeles, CA,90003, , , , , , , , , , , , , , , , , , , , [u'Sandwiches', u'sandwiches'], [u'Fast Food', u'hotdogs'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subway-los-angeles-154, Subway, True,3234510134,6,3.5, Los Angeles, CA,90003, , , , , , , , , , , , , , , , , , , , [u'Sandwiches', u'sandwiches'], [u'Fast Food', u'hotdogs'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pizza-hut-los-angeles-21, Pizza Hut, True,3237538800,9,1.5, Los Angeles, CA,90003, $11-30, No, Yes, Yes, Yes, , , , Yes, Yes, Casual, , Very Loud, No, No, Free, , No, Yes, [u'Pizza', u'pizza'], [u'Italian', u'italian'], [u'Chicken Wings', u'chicken_wings'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pizza-hut-los-angeles-4, Pizza Hut, True,3235829200,4,1, Los Angeles, CA,90001, Under $10, No, Yes, Yes, Yes, , , Yes, No, Yes, Casual, , Loud, No, No, No, Yes, No, No, [u'Pizza', u'pizza'], [u'Italian', u'italian'], [u'Chicken Wings', u'chicken_wings'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subway-los-angeles-115, Subway, False,3234150122,2,4, Los Angeles, CA,90003, , No, No, No, , , , , Yes, Yes, Casual, , , No, , , , , , [u'Sandwiches', u'sandwiches'], [u'Fast Food', u'hotdogs'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subway-los-angeles-117, Subway, True,3235815800,4,3.5, Los Angeles, CA,90001, Under $10, No, No, Yes, Yes, , , Yes, Yes, Yes, Casual, , , No, No, No, No, No, , [u'Sandwiches', u'sandwiches'], [u'Fast Food', u'hotdogs'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dominos-pizza-los-angeles-25, Domino's Pizza, True,3237536888,10,2.5, Los Angeles, CA,90037, , , , , , , , , , , , , , , , , , , , [u'Pizza', u'pizza'], [u'Chicken Wings', u'chicken_wings'], [u'Sandwiches', u'sandwiches'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subway-los-angeles-155, Subway, False,3237508965,1,3, Los Angeles, CA,90044, Under $10, No, No, Yes, Yes, , , Yes, No, Yes, Casual, , , , , , , , , [u'Sandwiches', u'sandwiches'], [u'Fast Food', u'hotdogs'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dominos-pizza-los-angeles-17, Domino's Pizza, True,3237585500,9,3, Los Angeles, CA,90044, Under $10, No, Yes, Yes, Yes, , , Yes, Yes, Yes, Casual, , , No, No, No, No, No, , [u'Pizza', u'pizza'], [u'Chicken Wings', u'chicken_wings'], [u'Sandwiches', u'sandwiches'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subway-los-angeles-2, Subway, False,3237585700,2,1, Los Angeles, CA,90044, , , , , , , , , , , , , , , , , , , , [u'Sandwiches', u'sandwiches'], [u'Fast Food', u'hotdogs'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dominos-pizza-los-angeles-6, Domino's Pizza, True,3235870300,10,2.5, Los Angeles, CA,90001, $11-30, No, Yes, Yes, Yes, , , No, Yes, Yes, Casual, , Quiet, No, No, No, No, No, Yes, [u'Pizza', u'pizza'], [u'Chicken Wings', u'chicken_wings'], [u'Sandwiches', u'sandwiches'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chuck-e-cheeses-los-angeles-6, Chuck E. Cheese's, False,3235862124,16,2, Los Angeles, CA,90001, $11-30, Yes, No, No, Yes, Lunch, Private Lot, Yes, Yes, Yes, Casual, , Very Loud, No, No, No, No, No, No, [u'Pizza', u'pizza'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pizza-hut-los-angeles-5, Pizza Hut, True,3232331444,8,1.5, Los Angeles, CA,90011, $11-30, No, Yes, Yes, Yes, Dinner, Street, Yes, No, No, Casual, , Very Loud, No, No, No, No, No, No, [u'Pizza', u'pizza'], [u'Italian', u'italian'], [u'Chicken Wings', u'chicken_wings'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subway-los-angeles-120, Subway, False,3237557200,2,5, Los Angeles, CA,90003, , , , , , , , , , , , , , , , , , , , [u'Sandwiches', u'sandwiches'], [u'Fast Food', u'hotdogs'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rays-bbq-huntington-park, Rays BBQ, True,3239781116,195,4.5, Huntington Park, CA,90255, $11-30, No, Yes, Yes, Yes, Brunch, Street+ Private Lot, No, Yes, Yes, Casual, Divey, Average, No, No, No, No, No, Yes, [u'Barbeque', u'bbq'], [u'American (New)', u'newamerican'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pizza-hut-los-angeles-3, Pizza Hut, True,3237579000,10,1, Los Angeles, CA,90044, , , , , , , , , , , , , , , , , , , , [u'Pizza', u'pizza'], [u'Italian', u'italian'], [u'Chicken Wings', u'chicken_wings'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tumbys-pizza-los-angeles-3, Tumby's Pizza, False,3237896409,46,4, Los Angeles, CA,90047, Under $10, No, Yes, Yes, Yes, Lunch, Street, Yes, Yes, No, Casual, Casual, Very Loud, No, No, No, No, No, No, [u'Pizza', u'pizza'], [u'Italian', u'italian'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subway-los-angeles-85, Subway, False,3232928788,7,2.5, Los Angeles, CA,90047, Under $10, No, Yes, Yes, Yes, Breakfast, , Yes, Yes, Yes, Casual, , Average, No, No, , Yes, No, Yes, [u'Fast Food', u'hotdogs'], [u'Sandwiches', u'sandwiches'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pamore-pizza-huntington-park, Pamore Pizza, True,3235862018,4,4, Huntington Park, CA,90255, Under $10, No, No, Yes, Yes, , , Yes, Yes, No, Casual, , , No, No, , Yes, , , [u'Pizza', u'pizza'], ID,Name,Claimed?,Phone,Count,Rating,City,State,Zip-code,Price,Reservations,Delivery,Take-out,Credit cards,Good for,Parking,Bike,Kids,Groups,Attire,Ambience,Noise,Alcohol,Outdoor,WiFi,TV,Waiter,Caters,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-ox-los-angeles, Golden Ox, False,3237781104,15,3.5, Los Angeles, CA,90003, Under $10, No, No, Yes, Yes, Brunch, Private Lot, Yes, Yes, Yes, Casual, , Average, No, Yes, , Yes, No, , [u'Fast Food', u'hotdogs'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nellies-place-los-angeles, Nellie's Place, False,3237584949,6,3, Los Angeles, CA,90003, $11-30, No, No, Yes, No, , , , Yes, No, Casual, , Quiet, No, No, No, Yes, Yes, No, [u'Restaurants', u'restaurants'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jack-in-the-box-los-angeles-2, Jack in The Box, False,3237515083,6,3, Los Angeles, CA,90003, Under $10, No, No, Yes, Yes, , , Yes, Yes, Yes, Casual, , , No, No, , No, No, , [u'Burgers', u'burgers'], [u'Fast Food', u'hotdogs'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
las-guanaquitas-los-angeles, Las Guanaquitas, False,3237534930,14,4, Los Angeles, CA,90003, $11-30, No, No, Yes, Yes, Brunch, , No, Yes, Yes, Casual, Casual, Average, No, No, No, Yes, Yes, Yes, [u'Salvadoran', u'salvadoran'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lucys-restaurant-los-angeles, Lucy's Restaurant, False,3235890711,5,4, Los Angeles, CA,90001, , , , , , , , , , , , , , , , , , , , [u'Restaurants', u'restaurants'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flor-blanca-panaderia-and-restaurant-los-angeles, Flor Blanca Panaderia & Restaurant, False,3235810215,4,4, Los Angeles, CA,90001, Under $10, No, No, Yes, Yes, , , Yes, Yes, Yes, Casual, , Average, No, No, No, Yes, Yes, Yes, [u'American (New)', u'newamerican'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hercules-burgers-los-angeles-2, Hercules Burgers, True,3237500740,8,3, Los Angeles, CA,90003, Under $10, No, No, Yes, Yes, , , Yes, Yes, Yes, Casual, , Average, No, Yes, No, No, No, No, [u'Burgers', u'burgers'], [u'Fast Food', u'hotdogs'], [u'Greek', u'greek'], ID,Name,Claimed?,Phone,Count,Rating,City,State,Zip-code,Price,Reservations,Delivery,Take-out,Credit cards,Good for,Parking,Bike,Kids,Groups,Attire,Ambience,Noise,Alcohol,Outdoor,WiFi,TV,Waiter,Caters,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chinatown-express-los-angeles-4, Chinatown Express, False,3237780239,1,5, Los Angeles, CA,90003, , No, , Yes, No, , , , , , , , , , , , , , , [u'Chinese', u'chinese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panda-express-los-angeles-40, Panda Express, False, ,1,2, Los Angeles, CA,90001, $11-30, No, No, Yes, Yes, , , Yes, Yes, Yes, Casual, , , , Yes, No, No, , , [u'Chinese', u'chinese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hong-kong-restaurant-los-angeles-2, Hong Kong Restaurant, False,3237536188,2,5, Los Angeles, CA,90003, Under $10, No, No, No, No, , , , Yes, Yes, Casual, , , , , , No, , , [u'Restaurants', u'restaurants'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panda-express-los-angeles-41, Panda Express, False,3238468518,4,3, Los Angeles, CA,90001, Under $10, No, No, Yes, Yes, Lunch, , Yes, Yes, Yes, Casual, , Average, No, Yes, No, No, No, Yes, [u'Chinese', u'chinese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chinatown-express-los-angeles-10, Chinatown Express, False,3237788278,2,5, Los Angeles, CA,90044, Under $10, No, No, Yes, Yes, , , No, Yes, Yes, Casual, , , , No, , , , , [u'Chinese', u'chinese'], [u'Fast Food', u'hotdogs'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hong-kong-express-los-angeles-14, Hong Kong Express, False,3235889078,7,2.5, Los Angeles, CA,90001, Under $10, No, No, Yes, Yes, , , No, Yes, Yes, Casual, , , , No, No, , , Yes, [u'Chinese', u'chinese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lucky-chinese-fast-food-los-angeles, Lucky Chinese Fast Food, True,3232314636,5,4, Los Angeles, CA,90037, Under $10, No, No, Yes, Yes, , , No, Yes, Yes, Casual, , Average, No, No, No, No, No, , [u'Chinese', u'chinese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
china-express-los-angeles-5, China Express, False,3232347000,1,5, Los Angeles, CA,90011, , , , , , , , , , , , , , , , , , , , [u'Chinese', u'chinese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
china-express-and-hawaiian-barbecue-los-angeles, China Express & Hawaiian Barbecue, False,3232333348,1,4, Los Angeles, CA,90011, , , , , , , , , , , Casual, , , , , , , , , [u'Chinese', u'chinese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
china-express-los-angeles-12, China Express, False,3235884150,1,1, Los Angeles, CA,90001, , , , , , , , , , , , , , , , , , , , [u'Chinese', u'chinese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hong-kong-bowl-los-angeles, Hong Kong Bowl, False,3235849125,3,5, Los Angeles, CA,90001, , , , , , , , , , , , , , , , , , , , [u'Chinese', u'chinese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bamboo-garden-restaurant-los-angeles, Bamboo Garden Restaurant, False,3237531471,8,3, Los Angeles, CA,90044, Under $10, No, No, Yes, No, Lunch, , Yes, No, No, Casual, , Average, No, No, No, No, No, Yes, [u'Chinese', u'chinese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
china-express-los-angeles-7, China Express, False,3232321944,1,2, Los Angeles, CA,90037, , , , , , , , , , , , , , , , , , , , [u'Chinese', u'chinese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chinese-express-los-angeles-4, Chinese Express, False,3232331388,1,1, Los Angeles, CA,90037, Under $10, , , Yes, , , , , Yes, No, Casual, , Quiet, No, No, , No, No, No, [u'Chinese', u'chinese'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
